,Unnamed: 0,smiles,pXC50,Original_Entry_ID,DB,MW,HA,HD,logP,Lipinski rule
1,3,OC=1N(CN2C(CCC2)CC)C=NC=3C1N=C4C3C=CC=C4,4.9413537979126,3238198,pubchem,296.374,5,1,3.0736,True
2,241,OC=1N(C=NC=2C1N=C3C2C=CC=C3)CN4C(CCC4)CC,4.9413537979126,CHEMBL1392212,chembl20,296.374,5,1,3.0736,True
5,406,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C3CCCCC3)C4=CC=CC=C4,4.99947500228882,CHEMBL3213015,chembl20,378.519,4,2,3.8085,True
6,410,S1C(NC2CCN(CC2)CC3=CC(OC)=C(O)C=C3)=NC=4C1=CC=CC4,5.0000057220459,24740638,pubchem,369.49,6,2,4.087,True
7,411,S1C=2N3C(C(OCC4CCN(CC4)CC)=NC2C=C1)=CC=C3,5.00464200973511,9861687,pubchem,315.442,5,0,3.6597,True
8,412,N1=C(C2=CC=CN2C=3SC=CC31)OCC4CCN(CC4)CC,5.00464200973511,CHEMBL511312,chembl20,315.442,5,0,3.6597,True
9,418,S(N=C1[C@@H](C=2C=CC=CC2)CCC1)(O)(O)=C(C)C,5.01196241378784,CHEMBL304865,chembl20,267.394,3,3,4.0052,True
10,419,S=1(O)(O)=CC2=C(NC3CCN(CC3)CC(=O)O)N=C(N=C2C1)C4=CC=CC=C4,5.01793193817139,71625228,pubchem,402.476,7,4,2.1693,True
11,420,C1=C(C=C2C=CC(=CC2=C1)O)CCC(N=C3CCC(CC3C(O)=O)O)=O,5.01885557174683,CHEMBL1086356,chembl20,355.39,4,3,2.6912,True
13,424,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)CC3CCCCC3)C4=CC=CC=C4,5.02221155166626,4904239,pubchem,392.546,4,2,4.1986,True
14,582,OC=1N(CN2CCC(CCCC3CCN(CC3)CN4C(O)=CC=C4O)CC2)C(O)=CC1,5.02461194992065,2804104,pubchem_screening,432.565,8,4,3.3215,True
15,585,S(C1=NC(O)=C(C(O)=N1)C=2C=CC=CC2)CCN(CC)CC,5.02704954147339,CHEMBL1538780,chembl20,319.43,6,2,2.9887,True
17,592,S(CCN(CC)CC)C1=NC(O)=C(C=2C=CC=CC2)C(O)=N1,5.02704954147339,2879228,pubchem,319.43,6,2,2.9887,True
18,828,N=1C=2SC=C(C)C2N3C=CC=C3C1OCC4CCN(CC4)CCC,5.02956771850586,CHEMBL470432,chembl20,343.496,5,0,4.35822,True
19,840,S1C=2N=C(OCC3CCN(CC3)CCC)C=4N(C2C(=C1)C)C=CC4,5.02956771850586,42636941,pubchem,343.496,5,0,4.35822,True
20,844,OC1=C(/C(=N/C2C(/N=C(/C3=C(O)C=CC=C3)\C)CCCC2)/C)C=CC=C1,5.04307556152344,CHEMBL3190312,chembl20,350.462,4,2,4.7272,True
21,849,C=1C(=CC=2N=C(C(=CC2C1)O)O)CC,5.04648160934448,CHEMBL445463,chembl20,189.214,3,2,2.2084,True
23,851,S1C(/C(=N/OCC(=O)N=NC2=C(O)N(CN3CCN(CC3)C)C4=C2C=CC=C4)/C)=CC=C1,5.04648494720459,5347229,pubchem_screening,454.556,9,1,3.6644,True
25,857,S1/C(/N(/N=C/C=2OC=CC2)C(=C1)C)=N\CC(C)=C,5.04876804351807,6904728,pubchem,261.35,5,0,2.81002,True
26,1091,S1/C(/N(/N=C/C=2OC=CC2)C(=C1)C)=N\CC(=C)C,5.04876804351807,CHEMBL3199318,chembl20,261.35,5,0,2.81002,True
28,1103,ON=CC(=N/N=C/N1CCCCC1)C2=CC=CC=C2,5.04986476898193,11836035,pubchem,258.325,4,1,2.3649,True
29,1306,O/N=C/C(=N\N=C\N1CCCCC1)/C=2C=CC=CC2,5.04986476898193,CHEMBL3192211,chembl20,258.325,4,1,2.3649,True
30,1309,S=C(N=C1C(=O)N(N(C1C)C)C2=CC=CC=C2)N=NC=3C4=C(N(C3O)CC(O)=O)C=CC=C4,5.05106496810913,CHEMBL1403504,chembl20,464.507,7,2,3.5232,True
31,1313,N1(C(SN(C1=O)CC)=N)C2=CC=CC=C2,5.05567979812622,CHEMBL284125,chembl20,221.285,5,1,1.19987,True
32,1314,N=1C=2C=CSC2N3C=CC=C3C1OCC4CCN(CC4)CCCC,5.05609035491943,CHEMBL471663,chembl20,343.496,5,0,4.4399,True
33,1320,S1C=2N3C(C(OCC4CCN(CC4)CCCC)=NC2C=C1)=CC=C3,5.05609035491943,44592109,pubchem,343.496,5,0,4.4399,True
34,1321,S1C(=NC(=C1)CC=NS(O)(O)=CC)C=2C=CC=CC2,5.05734729766846,CHEMBL1545641,chembl20,296.417,5,3,3.6434,True
36,1329,S(O)(O)(N=CCC=1N=C(SC1)C=2C=CC=CC2)=CC,5.05734729766846,3238598,pubchem,296.417,5,3,3.6434,True
37,1571,OC(=NO)CCC1=CC=2C(C=C1)=CC=CC2,5.05856609344482,13687220,pubchem,215.252,2,2,3.1181,True
38,1572,C1(=C(C2=CC=CC=C2N1C)C(NCC(O)CO)=O)SSC3=C(C=4C=CC=CC4N3C)C(NCC(O)CO)=O,5.0617356300354,CHEMBL158797,chembl20,558.682,10,6,1.6354,False
39,1574,O[N+]1(C(C=2C(CC1)=CC(OC)=C(O)C2)CC=3C=CC(O)=CC3)C,5.06379508972168,CHEMBL1388887,chembl20,316.377,4,3,2.7821,True
40,1576,FC(F)(F)C1=CC(NC(=O)CN2CCC(NC=3N=C(CC)C=C(O)N3)CC2)=CC=C1,5.06599807739258,16668745,pubchem_screening,423.439,6,3,3.2784,True
43,1777,OC=1N(C(O)=CC1NN2CCCCC2)C3=CC=CC=C3,5.06696701049805,CHEMBL1311903,chembl20,273.336,5,3,2.7013,True
44,1784,C1=C(C=NC(OCC2CCN(CC2)CC3=CC=C(C(=C3)OC)OC)=C1)C(=O)/C=N/O,5.06720876693726,CHEMBL3235223,chembl20,413.474,8,1,3.0325,True
45,1785,C1(=CC=CC(=C1)C=2N=C(SC2)NC=3C=CC(=CC3)CCN4[C@H](C[C@H](CC4)O)CO)C(F)(F)F,5.067955493927,CHEMBL2409886,chembl20,477.552,6,3,4.93260000000001,True
46,1786,S1C(NC=2C=CC(CCN3[C@H](C[C@@H](O)CC3)CO)=CC2)=NC(C4=CC(=CC=C4)C(F)(F)F)=C1,5.067955493927,71814848,pubchem,477.552,6,3,4.9326,True
47,1787,C=1C=C2C=C(C=CC2=CC1CCC(N=C3CCC(CC3C(O)=O)CCC)=O)O,5.0682635307312,CHEMBL1086353,chembl20,381.472,3,2,4.74660000000001,True
48,1788,FC=1C=C(NC2CCN(CC2)CC)C=CC1,5.0682806968689,CHEMBL1306276,chembl20,222.307,2,1,2.7219,True
50,1796,FC1=CC(NC2CCN(CC2)CC)=CC=C1,5.0682806968689,867433,pubchem,222.307,2,1,2.7219,True
51,1997,OC=1N(C=NC=2C1N=C3C2C=CC=C3)CCCC,5.06859970092773,CHEMBL1555548,chembl20,241.294,4,1,3.0418,True
53,2005,OC=1N(CCCC)C=NC=2C1N=C3C2C=CC=C3,5.06859970092773,2026791,pubchem,241.294,4,1,3.0418,True
54,2217,O[N+]=1[N+](O)=C(C(=NO)C1C=2C=CC=CC2)CC,5.06878852844238,CHEMBL2140449,chembl20,235.243,4,3,0.888899999999999,True
55,2218,N=1C2=C(C(=NC1)NC=3C=C(C(=CC3)F)Cl)C=C(S2)NC(CN4CCC(CC4)CCO)=O,5.06999015808106,CHEMBL3233764,chembl20,463.966,7,3,4.2603,True
56,2219,S1C(N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)=[N+](C(C4=CC=CC=C4)=C1)CC,5.07144069671631,CHEMBL1426854,chembl20,391.52,4,0,4.0771,True
58,2229,S1C(=[N+](C(=C1)C2=CC=CC=C2)CC)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C,5.07144069671631,15945024,pubchem,391.52,4,0,4.0771,True
59,2433,C=1(C(=CC=C(C1)C(C2=CC=C(C=C2)CN3CCC(CC3)CCO)=O)O)F,5.07220220565796,CHEMBL3237527,chembl20,357.425,4,2,3.3567,True
60,2434,FC1=CC(C(=O)C=2C=CC(CN3CCC(CC3)CCO)=CC2)=CC=C1O,5.07220220565796,86287985,pubchem,357.425,4,2,3.3567,True
61,2435,C1=C(CCC(N=C2CCCCC2C(O)=O)=O)C=C3C=CC(=CC3=C1)O,5.07304668426514,CHEMBL482698,chembl20,339.391,3,2,3.7204,True
62,2436,S1C(N2CCOCC2)=NC(CC(=O)N=NC=3C4=C(N(C3O)CC)C=CC=C4)=C1,5.07421922683716,CHEMBL1343312,chembl20,399.476,8,1,3.5129,True
64,2443,S1C(N2CCOCC2)=NC(CC(=O)N=NC=3C4=C(N(CC)C3O)C=CC=C4)=C1,5.07421922683716,6025792,pubchem,399.476,8,1,3.5129,True
67,2802,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)CCC3CCCC3)C4=CC(OC)=CC=C4,5.07447481155396,CHEMBL3190302,chembl20,422.572,5,2,4.2072,True
69,2808,S(C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3)CCC,5.07483005523682,2152929,pubchem,286.36,6,1,3.0232,True
70,3044,S(C=1N=C2N(N=CC2=C(O)N1)C3=CC=CC=C3)CCC,5.07483005523682,CHEMBL1408572,chembl20,286.36,6,1,3.0232,True
72,3053,S=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)NCC,5.07484579086304,754098,pubchem,290.392,3,1,1.6039,True
73,3253,S=C(N=C1C(=O)N(N(C1C)C)C2=CC=CC=C2)NCC,5.07484579086304,CHEMBL1890505,chembl20,290.392,3,1,1.6039,True
74,3257,C=12N([C@@H]3O[C@H](CO)[C@H](C3)O)C=NC1C(O)=NC(=N2)NC=4C=CC(=CC4)CCCC,5.07647657394409,CHEMBL2115349,chembl20,399.451,9,4,2.2588,True
75,3258,OC=1N(C=NC=2C1N=C3C2C=CC=C3)CCN4C(CCCC4)C,5.07691669464111,CHEMBL1549181,chembl20,310.401,5,1,3.1161,True
77,3265,OC=1N(CCN2C(CCCC2)C)C=NC=3C1N=C4C3C=CC=C4,5.07691669464111,5307962,pubchem,310.401,5,1,3.1161,True
78,3503,FC(F)(F)C=1C(NC(=O)CN2CCC(NC=3N=C(CC)C=C(O)N3)CC2)=CC=CC1,5.07699823379517,16675284,pubchem_screening,423.439,6,3,3.2784,True
81,3662,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C3CCCCC3)C4=CC(OC)=CC=C4,5.07809829711914,CHEMBL3212369,chembl20,408.545,5,2,3.8171,True
82,3667,[C@@H]1(CCCC[C@H]1N=C(O)C2=CN=C(C=C2)CN3C4=C(N=C3C)C=CC=C4)C(O)=NO,5.07835388183594,CHEMBL1835557,chembl20,407.474,6,3,3.99712,True
83,3668,C1=C(C=NC(OCC2CCN(CC2)CC3=CC=C(C(=C3)F)F)=C1)C(=O)/C=N/O,5.07844877243042,CHEMBL3235224,chembl20,389.402,6,1,3.2935,True
85,3670,S=C(N=C1C(N(N(C1=C)C2=CC=CC=C2)C)C)NCC(C)=C,5.07854175567627,5343346,pubchem_screening,314.458,3,1,3.1472,True
87,3676,S1C=2C(N(C3=CC=CC=C3)C1=S)=NC(SCC(=O)N(CC)CC)=NC2O,5.07858276367188,4200777,pubchem,406.558,8,1,3.87759,True
88,3876,S1C=2C(N(C1=S)C3=CC=CC=C3)=NC(SCC(=O)N(CC)CC)=NC2O,5.07858276367188,CHEMBL1311799,chembl20,406.558,8,1,3.87759,True
90,3882,O[N+]=1C=CC=C(/N=N/N(CC)CC)C1,5.07960224151611,53299371,pubchem,195.246,3,1,1.5519,True
91,3929,C1=2C(N(CC(N=N#N)C(O)CO)C=N1)=NC=NC2O,5.0798134803772,CHEMBL82233,chembl20,265.233,8,3,-0.436,True
94,4133,OC1=NC(=NC2=C1C=CC=C2)C(CC)CC,5.08036184310913,CHEMBL1716838,chembl20,216.284,3,1,3.239,True
96,4139,S(C=1C=C(O)N(C1O)C2=CC=CC=C2)C=3N=C(O)C(CC)=C(O)N3,5.08172988891602,3529049,pubchem,345.38,8,4,2.8033,True
97,4353,S(C1=C(O)N(C(O)=C1)C2=CC=CC=C2)C=3N=C(O)C(=C(O)N3)CC,5.08172988891602,CHEMBL1586737,chembl20,345.38,8,4,2.8033,True
98,4356,OC(=NO)C=1C=CC(CN2C3=C(CN(CC3)C)C=4C2=CC=CC4)=CC1,5.08347654342651,49850262,pubchem,335.407,4,2,3.3713,True
99,4359,C1=CC=C2C=3CN(CCC3N(CC=4C=CC(=CC4)C(=NO)O)C2=C1)C,5.08347654342651,CHEMBL2018302,chembl20,335.407,4,2,3.3713,True
100,4365,O=C1N(N(C(C1=NC(=O)C2=NN(C(=O)C3=C2C=CC=C3)CCCC)C)C)C4=CC=CC=C4,5.0836386680603,CHEMBL1433602,chembl20,431.496,6,0,3.0599,True
102,4369,O=C1N(N(C(C1=NC(=O)C2=NN(CCCC)C(=O)C3=C2C=CC=C3)C)C)C4=CC=CC=C4,5.0836386680603,4802979,pubchem,431.496,6,0,3.0599,True
104,4498,S1C(N2N=C(C(C=NCCCN(CC)CC)=C2O)C=3C=CC=CC3)=NC=4C1=CC=CC4,5.08365440368652,5726289,pubchem,433.581,7,1,5.0054,False
105,4682,S1C(N2N=C(C(=C2O)/C=N/CCCN(CC)CC)C=3C=CC=CC3)=NC=4C1=CC=CC4,5.08365440368652,CHEMBL3195661,chembl20,433.581,7,1,5.0054,False
107,4690,OC1=C(C(N[C@H]2[C@H](N=C(C3=C(O)C=CC=C3)C)CCCC2)=C)C=CC=C1,5.08470678329468,15945781,pubchem,350.462,4,3,4.4785,True
108,4899,OC(N[C@@H](CCCN=C(N)N)C(=O)N)C(CC1=CC=2C(C=C1)=CC=CC2)=CC(O)=NO,5.08485317230225,71601335,pubchem,428.493,6,7,0.469900000000002,False
109,4900,C1=2C(N=CN1CC(N=N#N)C(O)CO)=C(O)N=C(N2)N,5.085373878479,CHEMBL81308,chembl20,280.248,9,4,-0.8538,True
110,4901,OC=1C(=CC2=C(C1)C=CC=C2)C(O)=NO,5.08559989929199,5272734,pubchem,203.197,3,3,2.2392,True
112,4905,S(C=1C=C(O)N(C1O)C2=CC=CC=C2)/C(/NCC)=N/CC,5.08604049682617,2833588,pubchem,305.403,5,3,2.966,True
113,5148,S1C(NC=2C=CC(CCN3[C@H](C[C@@H](O)CC3)CO)=CC2)=NC(C4=CC(F)=CC=C4)=C1,5.0885009765625,71814678,pubchem,427.545,6,3,4.0529,True
116,5332,S(C=1C=CC(N=NC2=C(O)N=C(O)N=C2O)=CC1)C(F)F,5.08858299255371,CHEMBL1491795,chembl20,314.273,8,3,3.3235,True
117,5341,C(O)C1CCN(CC1)CCCOC2=C(C=C3C(=NC=NC3=C2)NC=4SC(=CN4)SCC=5C=C(C=CC5)F)OC,5.08865594863892,CHEMBL201953,chembl20,569.728,10,2,5.74310000000001,False
119,5345,OC=1N(CCN(CC)CC)C=NC=2C1N=C3C2C(OC)=CC=C3,5.08926105499268,664500,pubchem,314.389,6,1,2.5921,True
120,5584,O(C=1C2=C3N=CN(C(O)=C3N=C2C=CC1)CCN(CC)CC)C,5.08926105499268,CHEMBL1388151,chembl20,314.389,6,1,2.5921,True
122,5589,O=C1N(N(C(C1=NC(=O)CC)C)C)C2=CC=CC=C2,5.08963823318481,203248,pubchem_screening,259.309,3,0,1.6461,True
124,5593,O=C1N(N(C(C1=NC(=O)CCC)C)C)C2=CC=CC=C2,5.0898060798645,20464,pubchem_screening,273.336,3,0,2.0362,True
125,5596,BrC=1C=C2C(N=NC(S)=NC=3C(=O)N(N(C3C)C)C4=CC=CC=C4)=C(O)NC2=CC1,5.08994197845459,CHEMBL1599937,chembl20,485.367,6,3,5.13502,False
127,5612,S=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)N(CC)CC,5.08996391296387,761224,pubchem,318.446,3,0,2.3362,True
128,5817,S=C(N=C1C(=O)N(N(C1C)C)C2=CC=CC=C2)N(CC)CC,5.08996391296387,CHEMBL1891925,chembl20,318.446,3,0,2.3362,True
130,5822,S(C1=NC=2N(C=3C(C2N=N1)=CC=CC3)CCC)CC(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C,5.09072303771973,6418022,pubchem,487.589,8,0,3.7313,True
131,6025,S(C=1N=C2N(C3=C(C2=NN1)C=CC=C3)CCC)CC(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5,5.09072303771973,CHEMBL1323796,chembl20,487.589,8,0,3.7313,True
133,6032,OC=1N(CN2C(CCC2)CC)C=NC=3C1N=C4C3C=C(OC)C=C4,5.09113931655884,3237826,pubchem,326.4,6,1,3.0822,True
134,6271,OC=1N(C=NC=2C1N=C3C2C=C(OC)C=C3)CN4C(CCC4)CC,5.09113931655884,CHEMBL1509001,chembl20,326.4,6,1,3.0822,True
135,6278,S=C(N=C1C(=O)N(N(C1C)C)C2=CC=CC=C2)N/N=C\C3=C(O)C=CC=C3,5.09115600585938,CHEMBL3196751,chembl20,381.461,5,2,2.3237,True
137,6293,S=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)NN=CC3=C(O)C=CC=C3,5.09115600585938,5501075,pubchem,381.461,5,2,2.3237,True
138,6498,SC(=NC=1C(=O)N(N(C1C)C)C2=CC=CC=C2)N=NC=3C=4C(NC3O)=CC=CC4,5.09177303314209,CHEMBL1406092,chembl20,406.471,6,3,4.37252,True
139,6504,S1C(O)=C(C(O)=C1)/C(=N/C=2C=CC=CC2)/C,5.09366893768311,CHEMBL3190409,chembl20,233.292,4,2,3.3,True
141,6516,S1C=C(O)C(C(=NC=2C=CC=CC2)C)=C1O,5.09366893768311,788505,pubchem,233.292,4,2,3.3,True
142,6722,FC(F)(F)C=1N(CC=2N=CC(C(=O)N[C@H]3[C@H](CCCC3)C(O)=NO)=CC2)C=4C(N1)=CC=CC4,5.09367990493774,56661881,pubchem,461.444,6,3,4.1327,True
143,6723,C1=CC=2N=NN(C=3C=C(OC(F)(F)F)C=CC3)C2N=C1NCC4CCN(CC4)CC,5.0939564704895,CHEMBL1952114,chembl20,420.439,7,1,3.8579,True
144,6724,C1=C(Cl)C(=NC(NC2CCN(C(=O)NCC)CC2)=N1)N3C4=C(C=C3)C=CC=C4,5.09469985961914,CHEMBL245925,chembl20,398.898,5,2,3.6797,True
145,6727,C1=CC=C2C(=C1)C=3C(C(=N2)OCC4CCN(CC4)CCC5=CC=C(C=C5)CO)=CN(C3)C,5.09477281570435,CHEMBL2179672,chembl20,429.564,5,1,4.5523,True
146,6729,O(CC1CCN(CC1)CCC2=CC=C(C=C2)CO)C3=NC=4C(C=5C3=CN(C5)C)=CC=CC4,5.09477281570435,44628201,pubchem,429.564,5,1,4.5523,True
148,6731,OC=1N(CN2CCN(CC2)C)C3=C(C1N=NC(=O)C=4C=CC=CC4)C=CC=C3,5.09481287002564,5347246,pubchem_screening,377.448,6,1,3.4759,True
149,6734,S1C(N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)=NC(=C1)CC(OCC)=O,5.09534883499146,CHEMBL1612164,chembl20,372.45,7,0,2.6033,True
151,6739,S1C(N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)=NC(CC(OCC)=O)=C1,5.09534883499146,1528719,pubchem,372.45,7,0,2.6033,True
152,6980,S1C(NC2=NC=NC3=CC(OCCCN4CCC(CC4)CO)=C(OC)C=C32)=NC=C1CC(=O)NC=5C=C(F)C=CC5,5.09625196456909,9916282,pubchem,580.686,10,3,4.632,False
153,6981,C1(OC)=C(C=C2C(C(=NC=N2)NC=3SC(=CN3)CC(NC=4C=C(C=CC4)F)=O)=C1)OCCCN5CCC(CC5)CO,5.09625196456909,CHEMBL201307,chembl20,580.686,10,3,4.632,False
154,6990,OC(=NO)C=1C=CC(CN2C3=C(CN(CC3)CC)C=4C2=CC=CC4)=CC1,5.09701204299927,50898757,pubchem,349.434,4,2,3.7614,True
155,6991,C1=CC=C2C3=C(N(CC=4C=CC(=CC4)C(=NO)O)C2=C1)CCN(C3)CC,5.09701204299927,CHEMBL2018305,chembl20,349.434,4,2,3.7614,True
156,6992,S=1(O)(O)=CC(N(C(=O)CSC=2N=C3N(N=CC3=C(O)N2)C4=CC=CC=C4)CC)CC1,5.09705352783203,CHEMBL1904576,chembl20,447.542,9,3,2.589,True
158,6998,S=1(O)(O)=CC(N(CC)C(=O)CSC2=NC=3N(N=CC3C(O)=N2)C4=CC=CC=C4)CC1,5.09705352783203,4840597,pubchem,447.542,9,3,2.589,True
159,7206,S=1(O)(O)=CC2=C(N3CCC(CC3)CC(=O)O)N=C(N=C2C1)C4=CC=CC=C4,5.09724426269531,71625226,pubchem,387.461,6,3,2.8995,True
160,7207,S1C(NC=2C=CC(CCN3[C@H](CCCC3)CO)=CC2)=NC(C4=CC=CC=C4)=C1,5.09781455993652,71814309,pubchem,393.556,5,2,4.943,True
161,7208,C=1C=C(NC2=NC(C3=CC=CC=C3)=CS2)C=CC1CCN4[C@@H](CO)CCCC4,5.09781455993652,CHEMBL2409871,chembl20,393.556,5,2,4.94300000000001,True
162,7209,S(C1=C(O)N(C(O)=C1)C2=CC=CC=C2)/C(=N/N=C(/C=3SC=CC3)\C)/N,5.09781932830811,CHEMBL3193397,chembl20,372.475,7,3,3.781,True
164,7216,S(C=1C=C(O)N(C1O)C2=CC=CC=C2)/C(/N)=N/N=C(/C=3SC=CC3)\C,5.09781932830811,9566953,pubchem,372.475,7,3,3.781,True
165,7423,OC1=C(C=CC(O)=C1O)/C=N/N2CCCCC2,5.0980749130249,CHEMBL2001761,chembl20,236.271,5,3,1.6232,True
167,7438,OC=1C(C=NN2CCCCC2)=CC=C(O)C1O,5.0980749130249,5820077,pubchem,236.271,5,3,1.6232,True
168,7583,OC(=NO)/C(=C/C1=CC=2C(C=C1)=CC=CC2)/C,5.09820365905762,20238032,pubchem,227.263,2,2,3.5888,True
169,7584,S(C(=S)N=C1C(=O)N(N(C1C)C)C2=CC=CC=C2)CC=C,5.09867668151856,CHEMBL1529977,chembl20,319.455,4,0,2.9136,True
171,7591,S(C(=S)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)CC=C,5.09867668151856,2140182,pubchem,319.455,4,0,2.9136,True
172,7791,S(C=1N=C2N(C3=C(C2=NN1)C=CC=C3)CC)CC(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5,5.09933423995972,CHEMBL1385986,chembl20,473.562,8,0,3.3412,True
174,7798,S(C1=NC=2N(C=3C(C2N=N1)=CC=CC3)CC)CC(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C,5.09933423995972,6323682,pubchem,473.562,8,0,3.3412,True
175,8009,OS(=NC=1N(C2=CC=CC=C2)N=CC1C(=O)NC(CC)CC)(=C3CCCC3)O,5.10013914108276,CHEMBL1916260,chembl20,404.536,4,3,4.4522,True
176,8010,C1=CC(=CC=C1CNC2CCCCC2)C(O)=NO,5.10019111633301,CHEMBL443075,chembl20,248.326,3,3,2.8027,True
177,8011,FC(F)(F)C=1N(CC=2N=CC(C(=O)N[C@H]3[C@H](CCC3)C(O)=NO)=CC2)C=4C(N1)=CC=CC4,5.10104465484619,56678964,pubchem,447.417,6,3,3.7426,True
179,8014,OC=1C(C=NCCC=2C=CC(O)=CC2)=C(O)NC1,5.10139417648315,1713547,pubchem_screening,246.266,4,4,1.7931,True
180,8017,S(C=1N(C=NN1)C)CC=2C=CC(C(=O)N=NC=3C4=C(N(C3O)CC)C=CC=C4)=CC2,5.10176467895508,CHEMBL1340293,chembl20,420.498,8,1,4.7117,True
182,8031,S(CC=1C=CC(C(=O)N=NC=2C3=C(N(CC)C2O)C=CC=C3)=CC1)C=4N(C)C=NN4,5.10176467895508,9565746,pubchem,420.498,8,1,4.7117,True
183,8223,C1=CC=C2C=3CCN(CC3N(CC=4C=CC(=CC4)C(=NO)O)C2=C1)C,5.10196828842163,CHEMBL2018451,chembl20,335.407,4,2,3.3713,True
184,8224,OC(=NO)C=1C=CC(CN2C3=C(CCN(C3)C)C=4C2=CC=CC4)=CC1,5.10196828842163,46918825,pubchem,335.407,4,2,3.3713,True
185,8225,C(N[C@H]1C2=C(C=CC=C2)CC1)([C@@H](CC(O)=NO)CC=3C=CC(=CC3)O)=O,5.10231685638428,CHEMBL323874,chembl20,354.406,4,4,3.0904,True
186,8229,OC(=O)C1CC(CCC1=NC(=O)CCC=2C=C3C(=CC2)C=C(O)C=C3)CCCC,5.10265064239502,46890270,pubchem,395.499,3,2,5.13670000000001,False
187,8230,C1(C2=CC=CC=C2)=CSC(NC3=CC=C(CCN4[C@H](C[C@@H](O)CC4)CO)C=C3)=N1,5.10279035568237,CHEMBL2409879,chembl20,409.555,6,3,3.9138,True
188,8231,S1C(NC=2C=CC(CCN3[C@H](C[C@@H](O)CC3)CO)=CC2)=NC(C4=CC=CC=C4)=C1,5.10279035568237,71814675,pubchem,409.555,6,3,3.9138,True
189,8232,C(CN1CCC(COC2=NC3=C(C=CC=C3C=4C2=CC=CN4)F)CC1)C,5.10286712646484,CHEMBL2181170,chembl20,353.441,4,0,4.4229,True
190,8234,FC1=C2N=C(OCC3CCN(CC3)CCC)C4=C(N=CC=C4)C2=CC=C1,5.10286712646484,71455625,pubchem,353.441,4,0,4.4229,True
191,8238,C(CCSC=1C=C2C=CC=CC2=CC1)(O)=NO,5.10302448272705,CHEMBL369436,chembl20,247.319,3,2,3.6677,True
192,8239,FC(F)(F)CCN1CCC(CC1)COC2=NC=3C(C=4N=CC=CC24)=CC=CC3F,5.10317373275757,72698087,pubchem,407.411,4,0,4.9653,True
193,8240,C1=CC(=C2C(=C1)C=3C(C(=N2)OCC4CCN(CC4)CCC(F)(F)F)=CC=CN3)F,5.10317373275757,CHEMBL3093186,chembl20,407.411,4,0,4.9653,True
194,8242,O=C1N(N(C(=C1/N=C/C=2NC=CC2)C)C)C3=CC=CC=C3,5.10412502288818,CHEMBL3213446,chembl20,280.331,4,1,2.56312,True
196,8249,O=C1N(N(C(=C1N=CC=2NC=CC2)C)C)C3=CC=CC=C3,5.10412502288818,5310641,pubchem,280.331,4,1,2.56312,True
198,8498,S(CC=1C=CC(=CC1)C(=O)N=NC=2C3=C(N(C2O)C)C=CC=C3)C=4N(C)C=NN4,5.10456943511963,6269259,pubchem,406.471,8,1,4.2288,True
199,8697,S(C=1N(C=NN1)C)CC=2C=CC(C(=O)N=NC=3C4=C(N(C3O)C)C=CC=C4)=CC2,5.10456943511963,CHEMBL1561769,chembl20,406.471,8,1,4.2288,True
200,8702,C1=CC=C2N=C(SC2=C1)NC3CCN(CC3)CC4=CC=C(C(=C4)OCC)OC,5.10492420196533,CHEMBL238057,chembl20,397.544,6,1,4.7801,True
201,8703,OC1=NC(N2C(CCCC2)C)=NC=3CN(CCC31)CC=4C=C(O)C(OC)=CC4,5.10496234893799,16675407,pubchem_screening,384.48,7,2,2.8335,True
202,8704,C1=CC=C(N=NC=2C(O)=NC(SC)=NC2N)C=C1,5.10504770278931,CHEMBL1563172,chembl20,261.31,7,2,2.9017,True
204,8722,C=1C=CC(N=NC=2C(=NC(SC)=NC2O)N)=CC1,5.10504770278931,5992379,pubchem,261.31,7,2,2.9017,True
205,8891,S(CCN(CC)CC)C(=NO)C=1ON=C(N1)C=2C=CC=CC2,5.10510015487671,13676632,pubchem,320.418,7,1,2.9474,True
206,8892,C1(=NC(C=2C=CC=CC2)=NO1)/C(=N/O)/SCCN(CC)CC,5.10510015487671,CHEMBL20339,chembl20,320.418,7,1,2.9474,True
207,8893,S(C1=NC(O)=C(C(=N1)N)C=2C=CC=CC2)CC(=O)N(CC)CC,5.105149269104,CHEMBL1876613,chembl20,332.429,6,2,2.3919,True
