,Unnamed: 0,smiles,pXC50,Original_Entry_ID,DB,MW,HA,HD,logP,Lipinski rule
654,29649,FC(F)(F)C=1C=C(NC(=O)C2=NN3CCN(CCC4=CC=C(CN(CC)CC)C=C4)C(=O)C3=C2)C=CC1,5.13825273513794,44417963,pubchem,513.564,5,1,4.69450000000001,False
656,29653,O=C(N(CC)CC)C=1N=CN2C1C(O)=NC3=C2C=CC=C3,5.13828897476196,46903859,pubchem,284.319,5,1,2.0701,True
657,29716,C1=C(N=C2C(=C1C(F)(F)F)C=C(N(CC(F)F)CC(F)F)C=C2)O,5.13829326629639,CHEMBL237045,chembl20,356.241,3,1,4.2958,True
658,29717,S1C=2N=C3N(C(=O)C2C=C1C(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5)C=CC=C3,5.13840103149414,CHEMBL1526887,chembl20,431.477,7,0,2.7725,True
660,29724,S1C(C(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)=CC4=C1N=C5N(C4=O)C=CC=C5,5.13840103149414,1252302,pubchem,431.477,7,0,2.7725,True
662,29907,S(C=1N2C(=NC=3C2=CC=CC3)C(=C(CCC)C1)C#N)CC(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C,5.13850355148315,3877694,pubchem,510.623,7,0,4.65348,False
663,30086,S(C=1N2C(=NC=3C2=CC=CC3)C(=C(C1)CCC)C#N)CC(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5,5.13850355148315,CHEMBL1358945,chembl20,510.623,7,0,4.65348,False
665,30098,S(CCCCC)C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3,5.13860416412354,2152931,pubchem,314.414,6,1,3.8034,True
666,30328,S(C=1N=C2N(N=CC2=C(O)N1)C3=CC=CC=C3)CCCCC,5.13860416412354,CHEMBL1490769,chembl20,314.414,6,1,3.8034,True
667,30331,N1(C(=NC(=C1O)CCCN=C(N)N)O)[C@@H](C(N2CCC3(CC2)C4=C(C=CC=C4)CC3)=O)CC=5C=C6C=CC=CC6=CC5,5.13880395889282,CHEMBL307789,chembl20,566.706,6,4,3.9439,False
669,30333,OC=1C(=C(N(CCN(CC)CC)C1O)C2=CC=CN=C2)C(=O)C=3OC=4C(C3)=CC=CC4,5.13908624649048,661079,pubchem_screening,419.481,7,2,4.2803,True
670,30571,O1C(C(=O)C2=C(N(C(O)=C2O)CCN(CC)CC)C=3C=NC=CC3)=CC=4C1=CC=CC4,5.13908624649048,CHEMBL1565261,chembl20,419.481,7,2,4.2803,True
671,30577,OC(=NO)/C=C/C1=CC=2C(C=C1)=CC=CC2,5.1391453742981,13687209,pubchem,213.236,2,2,3.1987,True
672,30578,C=1(C=2C(=CN=C(C2)NCC(CN(CC)CC)O)N=CN1)NC3=CC(Br)=CC=C3,5.13923788070679,CHEMBL433520,chembl20,445.365,7,3,3.6455,True
673,30580,C=12C(N=C(N(C1O)CC)O)=NC(=N2)C=3C=CC=CC3,5.13935279846191,CHEMBL287129,chembl20,256.265,6,2,1.876,True
675,30587,S1C(C(C=2C1=NC(=NC2O)CC=3C=CC=CC3)=C)=C(O)N(CC)CC,5.1395583152771,2108029,pubchem,355.463,6,2,2.3635,True
676,30787,OC(=NO)[C@@H]1[C@H](NC(=O)C=2C=CC(=NC2)CN3C=4C(N=C3C)=CC=CC4)CCC1,5.139564037323,56678963,pubchem,393.447,6,3,3.03222,True
677,30788,O=C1N(C=NC=2N(C3=NC=4C(N=C3C21)=CC=CC4)CCCC)CCC,5.13968706130981,CHEMBL1508361,chembl20,335.411,6,0,3.5045,True
679,30799,O=C1N(CCC)C=NC=2N(CCCC)C3=NC=4C(N=C3C21)=CC=CC4,5.13968706130981,664389,pubchem,335.411,6,0,3.5045,True
680,31037,OCC[C@@H]1N(CCCC1)C(=O)/C=C/C2=C3N(N=C2C=4C=CC=CC4)C=CC=C3,5.13974761962891,6439091,pubchem,375.472,4,1,3.778,True
681,31038,OCC[C@H]1N(CCCC1)C(=O)/C=C/C2=C3N(N=C2C=4C=CC=CC4)C=CC=C3,5.13974761962891,10452110,pubchem,375.472,4,1,3.778,True
682,31039,N12C=CC=CC1=C(C(=N2)C=3C=CC=CC3)/C=C/C(N4CCCC[C@@H]4CCO)=O,5.13974761962891,CHEMBL440115,chembl20,375.472,4,1,3.778,True
684,31047,S\1C(=S)N(CCC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C(=O)/C1=C\C=4SC=CC4,5.13980674743652,1584565,pubchem_screening,484.628,7,0,3.5891,True
685,31050,C=1C=CC2=C(C1)C(=NN2C)C(NCC3CCN(CC3)CCCC)=O,5.13985395431519,CHEMBL2179682,chembl20,328.46,4,1,2.8152,True
686,31051,N1(C(=NC(=C1O)C=2C=CC=CC2)O)CC,5.13985776901245,CHEMBL1095,chembl20,204.229,4,2,1.9812,True
691,31215,OC=1N(C(O)=NC1C=2C=CC=CC2)CC,5.13985776901245,CHEMBL1433543,chembl20,204.229,4,2,1.9812,True
692,31217,N1(N(C(C)C(C1=O)=NC(=O)NC=2C=CC(=CC2)CC)C)C=3C=CC=CC3,5.13992977142334,CHEMBL378679,chembl20,350.422,3,1,3.504,True
694,31223,O=C1N(N(C(C1=NC(=O)NC=2C=CC(CC)=CC2)C)C)C3=CC=CC=C3,5.13992977142334,1292869,pubchem,350.422,3,1,3.504,True
695,31426,S=C(N=C1C(=O)N(N(C1C)C)C2=CC=CC=C2)N/N=C/C=C/C3=CC=CC=C3,5.13993644714356,CHEMBL1995823,chembl20,391.5,4,1,3.2832,True
697,31437,S=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)N/N=C/C=C/C3=CC=CC=C3,5.13993644714356,9610693,pubchem,391.5,4,1,3.2832,True
699,31620,ClC1=C(C=C(CN2CC=S(O)(O)=CC2)C=C1)C(F)(F)F,5.14009666442871,1478197,pubchem,327.755,3,2,3.5294,True
700,31814,ClC=1C(C(F)(F)F)=CC(CN2CC=S(O)(O)=CC2)=CC1,5.14009666442871,CHEMBL1387373,chembl20,327.755,3,2,3.5294,True
703,32031,OC=1N(C2=C(C1N=NC(OCC)=O)C=CC=C2)C,5.14015007019043,CHEMBL1421464,chembl20,247.254,5,1,3.1241,True
704,32034,C1=C(C=NC(OCC2CCN(CC2)CC3=CC=C(C=C3)C#N)=C1)C(=O)/C=N/O,5.14031457901001,CHEMBL3235225,chembl20,378.432,7,1,2.88698,True
706,32038,S1C(CC(=O)NC=2C=CC=CC2)=C(O)N=C1N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C,5.14032888412476,2945494,pubchem,435.509,7,2,3.3845,True
707,32280,S1C(N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)=NC(O)=C1CC(=O)NC=4C=CC=CC4,5.14032888412476,CHEMBL1401505,chembl20,435.509,7,2,3.3845,True
709,32286,OC=1N(C(O)=C2C1C3CC2C=C3)C(C)C(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C,5.1403374671936,5307601,pubchem,420.469,6,2,2.8507,True
710,32531,OC=1N(C(O)=C2C1C3CC2C=C3)C(C(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5)C,5.1403374671936,CHEMBL1309629,chembl20,420.469,6,2,2.8507,True
711,32536,[C@H](C(N[C@H](C(=O)N)CC1=CC=CC=C1)O)(C(C(O)=NO)=O)CC2=CC=3C=CC(=CC3C=C2)F,5.14039611816406,CHEMBL108412,chembl20,453.47,6,5,2.057,False
712,32538,FC1=CC2=C(C=C(C[C@H](C(=O)C(O)=NO)C(O)N[C@@H](CC3=CC=CC=C3)C(=O)N)C=C2)C=C1,5.14039611816406,44337397,pubchem,453.47,6,5,2.057,False
714,32542,OC=1N(CCC=2CCCCC2)C=NC=3C1N=C4C3C=CC=C4,5.14058446884155,658621,pubchem,293.37,4,1,4.1322,True
715,32782,OC=1N(C=NC=2C1N=C3C2C=CC=C3)CCC4=CCCCC4,5.14058446884155,CHEMBL1364610,chembl20,293.37,4,1,4.1322,True
716,32794,S1C(N2N=C(N3CCC(CC3)C)C4=C2C=CC=C4)=NC(=C1)C(O)=O,5.14059400558472,59179977,pubchem,342.424,6,1,3.4165,True
717,32795,OC1=C(O)C=CC(=C1)/C=N/N2CCCCC2,5.14061546325684,CHEMBL3195740,chembl20,220.272,4,2,1.9176,True
719,32810,OC=1C=C(C=NN2CCCCC2)C=CC1O,5.14061546325684,24152145,pubchem,220.272,4,2,1.9176,True
721,32964,BrC=1C=C(C=C(OCC)C1O)C=NN2C=NN=C2,5.14078426361084,5366182,pubchem,311.139,6,1,2.0271,True
723,33211,BrC1=C(C=C(OCC)C(O)=C1)C=NN2C=NN=C2,5.14078426361084,5771422,pubchem,311.139,6,1,2.0271,True
724,33443,BrC1=C(C=C(OCC)C(O)=C1)/C=N/N2C=NN=C2,5.14078426361084,CHEMBL3213016,chembl20,311.139,6,1,2.0271,True
725,33453,BrC1=C(O)C(OCC)=CC(=C1)/C=N/N2C=NN=C2,5.14078426361084,CHEMBL3214281,chembl20,311.139,6,1,2.0271,True
726,33463,S1C=2N=C(SC(C(=O)N=C3C(=O)N(N(C3C)C)C4=CC=CC=C4)C)N(C(=O)C2C=C1CC)CC,5.14104747772217,CHEMBL1518528,chembl20,497.646,8,0,3.7706,True
728,33469,S(C(C(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C)C=3N(C(=O)C4=C(SC(=C4)CC)N3)CC,5.14104747772217,4780966,pubchem,497.646,8,0,3.7706,True
731,33877,O=C1N(N(C(C1=N/N=C(/C(OCC)=O)\C#N)C)C)C2=CC=CC=C2,5.14111948013306,CHEMBL3195797,chembl20,327.344,7,0,1.15218,True
732,33887,OC(=NO)CC1=CC=2C(C=C1)=CC=CC2,5.14123392105103,24689999,pubchem,201.225,2,2,2.728,True
733,33896,C(O)(CC1=CC2=CC=CC=C2C=C1)=NO,5.14123392105103,CHEMBL346935,chembl20,201.225,2,2,2.728,True
734,33897,C1=CC=2N=C(C=CC2C=C1CCN3CCC[C@H]3C)C=4C(=NC=CC4O)C(F)(F)F,5.14128637313843,CHEMBL1085783,chembl20,401.432,4,1,5.048,False
735,33900,C=1(C(NC2=NC=CS2)O)C(=NC=3C(C1O)=CC=CC3C(F)(F)F)C(=O)CC,5.14134407043457,CHEMBL287336,chembl20,397.378,7,3,4.1114,True
736,33901,N1=C(Cl)N=C(C=2N=CN(C21)[C@H]3[C@H](O)[C@H](O)[C@@H](C(N4CCC(CC4)CC5=CC=CC=C5)=O)O3)NC,5.14147615432739,CHEMBL485165,chembl20,486.96,9,3,1.6219,True
738,33905,OC=1N(C(O)=C2C1C3CC2C=C3)C(NC(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C)C,5.14155435562134,3238938,pubchem,435.484,6,3,2.9912,True
739,34151,OC=1N(C(O)=C2C1C3CC2C=C3)C(NC(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5)C,5.14155435562134,CHEMBL1481168,chembl20,435.484,6,3,2.9912,True
741,34158,S1C(C=2N=C3N(N=C(C3=C(C2)C(F)(F)F)C)CCO)=CC=C1,5.14176607131958,3301646,pubchem,327.331,5,1,3.47932,True
742,34356,S1C(C2=NC=3N(N=C(C3C(C(F)(F)F)=C2)C)CCO)=CC=C1,5.14176607131958,CHEMBL1308796,chembl20,327.331,5,1,3.47932,True
743,34368,S1C(C(=O)NC2=NN(C3=NC=4C(C=C32)=CC=CC4)CCCC)=CC=C1,5.14178419113159,CHEMBL1547457,chembl20,350.447,5,1,4.6984,True
745,34395,S1C(C(=O)NC2=NN(CCCC)C3=NC=4C(C=C32)=CC=CC4)=CC=C1,5.14178419113159,662537,pubchem,350.447,5,1,4.6984,True
746,34608,S=1(O)(O)=CCN(CC=2C=C(OC)C(OC)=CC2)CC1,5.14185428619385,CHEMBL1706945,chembl20,285.365,5,2,1.8744,True
748,34614,S=1(O)(O)=CCN(CC1)CC2=CC(OC)=C(OC)C=C2,5.14185428619385,2767989,pubchem,285.365,5,2,1.8744,True
749,34816,FC(F)C=1N2N=CC(=C2N=C(C1)C(F)F)C(=O)O,5.14186334609985,CHEMBL1546444,chembl20,263.15,4,1,2.3027,True
751,34820,FC(F)C=1N2N=CC(=C2N=C(C1)C(F)F)C(O)=O,5.14186334609985,1231735,pubchem,263.15,4,1,2.3027,True
753,35037,S1C(C(=O)CC=NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C)=CC=C1,5.1418776512146,2248058,pubchem,339.42,6,0,3.52122,True
754,35277,N1(N=C(C2=C1N=CN(C2=N)CCCC)CC#N)C3=CC=CC=C3,5.14191007614136,CHEMBL1372657,chembl20,306.373,6,1,2.56765,True
756,35285,N1(CCCC)C(=N)C2=C(N(N=C2CC#N)C3=CC=CC=C3)N=C1,5.14191007614136,230942,pubchem,306.373,6,1,2.56765,True
757,35388,OC1=NC(=NC2=C1C=CC=C2)CN3CCN(C(=O)C(CC)CC)CC3,5.14195251464844,CHEMBL1577846,chembl20,342.443,5,1,2.4158,True
759,35395,O=C(N1CCN(CC1)CC2=NC3=C(C(O)=N2)C=CC=C3)C(CC)CC,5.14195251464844,1454256,pubchem,342.443,5,1,2.4158,True
760,35594,C1=2N(N=CC1=C(NC)N=C(N2)SC(C(=O)N)CCCC)C=3C=CC=CC3,5.14198684692383,CHEMBL60962,chembl20,370.482,7,2,2.9934,True
761,35595,S(C(CCCC)C(=O)N)C=1N=C2N(N=CC2=C(N1)NC)C3=CC=CC=C3,5.14198684692383,10248600,pubchem,370.482,7,2,2.9934,True
762,35596,FC(F)(F)C1=NC=2N(N=C(C2C(O)=C1)C)C3=CC=CC=C3,5.14199066162109,CHEMBL1494526,chembl20,293.248,4,1,3.45332,True
764,35611,FC(F)(F)C1=C2C(N(N=C2C)C3=CC=CC=C3)=NC(O)=C1,5.14199066162109,2162595,pubchem,293.248,4,1,3.45332,True
766,35764,FC(F)(F)C=1N=C2N(N=C(C2=C(O)C1)C)C3=CC=CC=C3,5.14199066162109,626181,pubchem,293.248,4,1,3.45332,True
767,35999,FC(F)(F)C=1C2=C(N(N=C2C)C3=CC=CC=C3)N=C(O)C1,5.14199066162109,CHEMBL1598131,chembl20,293.248,4,1,3.45332,True
768,36009,OC1=NC(N2CCCCC2)=NC=3CN(CCC31)CC4=CC(OC)=C(O)C=C4,5.14204025268555,16669145,pubchem_screening,370.453,7,2,2.445,True
769,36010,S1CC2=C(N3CCC(CC3)CC(=O)O)N=C(N=C2C1)C4=CC=CC=C4,5.14205884933472,71624843,pubchem,355.463,5,1,3.5815,True
770,36011,FC(F)(F)C=1OC(=NC1C(=O)NC=2C=C3C(N(N=C3O)CCC)=CC2)C=4C=CC=CC4,5.14224910736084,25196306,pubchem,430.386,6,2,5.078,False
772,36015,S1C(C(=O)C2=C(N(CCN(CC)CC)C(O)=C2O)C3=NC=CC=C3)=CC=C1,5.14231252670288,661807,pubchem,385.489,7,2,3.5956,True
773,36251,S1C(C(=O)C2=C(N(C(O)=C2O)CCN(CC)CC)C3=NC=CC=C3)=CC=C1,5.14231252670288,CHEMBL1463087,chembl20,385.489,7,2,3.5956,True
775,36261,O(C1=CC(C=NNC2=NC(=NC=3N(N=CC32)C4=CC=CC=C4)C)=CC=C1O)C,5.14248752593994,5997241,pubchem,374.404,8,2,3.28412,True
776,36430,O(C1=CC(/C=N/NC=2N=C(N=C3N(N=CC32)C4=CC=CC=C4)C)=CC=C1O)C,5.14248752593994,CHEMBL1988859,chembl20,374.404,8,2,3.28412,True
778,36446,O=C1N(N(C(=C1N=C(C)CC#N)C)C)C2=CC=CC=C2,5.14248991012573,5364915,pubchem,268.32,5,0,2.4905,True
779,36643,O=C1N(N(C(=C1N=C(CC#N)C)C)C)C2=CC=CC=C2,5.14248991012573,CHEMBL1387590,chembl20,268.32,5,0,2.4905,True
780,36648,OC=1C(N=NC2=CC=C(C=C2)CC(=O)O)=C3C(=CC1C(=O)O)C=CC=C3,5.14269208908081,CHEMBL1541890,chembl20,350.33,5,3,4.2861,True
782,36675,O1CCN(N=CC2=C(O)C=C(N(CC)CC)C=C2)CC1,5.14278888702393,15945368,pubchem,277.368,5,1,1.9045,True
783,36872,OC1=C(C=CC(N(CC)CC)=C1)/C=N/N2CCOCC2,5.14278888702393,CHEMBL3192618,chembl20,277.368,5,1,1.9045,True
784,36886,C1=CC=C2C(=C1)C=3C(C(=N2)OCC4CCN(CC4)CCC5=CC=C(C=C5)COC)=CN(C3)C,5.14286613464356,CHEMBL2179671,chembl20,443.591,5,0,5.20640000000001,False
785,36888,O(CC1CCN(CC1)CCC2=CC=C(C=C2)COC)C3=NC=4C(C=5C3=CN(C5)C)=CC=CC4,5.14286613464356,67251061,pubchem,443.591,5,0,5.20640000000001,False
786,36889,[S+](O)(O)(N1CCN(C2=NC(=NC3=C2C=CC=C3)C=4SC=CC4)CC1)=C(C)C,5.14306688308716,CHEMBL1398115,chembl20,403.553,7,2,3.7075,True
789,37101,O=C1N(/N=C/C=2C=CC=CC2)C=NC=3N(N=CC31)C,5.14326000213623,CHEMBL3212997,chembl20,253.265,6,0,1.0122,True
791,37107,S1C(C(=O)N2C(CCC2)C(=O)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C)=CC=C1,5.14334154129028,2998962,pubchem,410.499,5,0,2.6024,True
792,37336,S1C(C(=O)N2C(C(=O)N=C3C(=O)N(N(C3C)C)C4=CC=CC=C4)CCC2)=CC=C1,5.14334154129028,CHEMBL1400081,chembl20,410.499,5,0,2.6024,True
793,37337,C=1C(C(=O)O)=C(SC1C2=CC=CC=C2)NC(N(CC)CC)=S,5.14350461959839,CHEMBL560228,chembl20,334.466,3,2,4.1519,True
796,37556,O=C1N(N(C(C1=NC(=O)C=2N=NC(O)=C3C2C=CC=C3)C)C)C4=CC=CC=C4,5.14352416992188,CHEMBL1581981,chembl20,375.388,6,1,2.1987,True
797,37559,[C@@H]1(COCC[C@H]1N=C(O)C2=CN=C(C=C2)CN3C4=C(N=C3C)C=CC=C4)C(O)=NO,5.14358425140381,CHEMBL1835555,chembl20,409.446,7,3,2.84342,True
798,37560,C1=C(C=C2N(C=CC2=C1)CCCN(CC)CC)N=C(C=3SC=CC3)N,5.14368104934692,CHEMBL3216735,chembl20,354.523,4,1,4.4717,True
799,37562,S1C(/C(=N/C2=CC=3N(CCCN(CC)CC)C=CC3C=C2)/N)=CC=C1,5.14368104934692,66912425,pubchem,354.523,4,1,4.4717,True
800,37563,C1(CCN(CC1)CC2=CC=CC=C2)CN3C=4C(=C(N=C(C5=CC(=CC=C5)O)N4)N6CCOCC6)N=C3,5.1437087059021,CHEMBL590112,chembl20,484.604,8,1,3.9477,True
801,37565,O1CCN(C=2N=C(N=C3N(CC4CCN(CC4)CC5=CC=CC=C5)C=NC32)C6=CC(O)=CC=C6)CC1,5.1437087059021,25070553,pubchem,484.604,8,1,3.9477,True
802,37566,N1(C2[C@@H]([C@H](O)[C@H](O2)CO)O)C3=C(C(NC=4C=CC(CC(O)=O)=CC4)=NC=N3)N=C1,5.14381217956543,CHEMBL605246,chembl20,401.379,10,5,-0.1915,False
804,37582,O(C=1C=C2C(NC3CCN(CC3)CC4=CC=CC=C4)=NC(N5CCCN(CC5)C)=NC2=CC1OC)C,5.14420700073242,25150857,pubchem_screening,490.652,8,1,3.8654,True
805,37587,C=1(N2CCCN(C)CC2)N=C(C=3C(N1)=CC(OC)=C(OC)C3)NC4CCN(CC4)CC5=CC=CC=C5,5.14420700073242,CHEMBL569864,chembl20,490.652,8,1,3.8654,True
806,37602,O(C=1C=C2C(NC3CCN(CC3)CC4=CC=CC=C4)=NC(N5CCCCC5)=NC2=CC1OC)C,5.14429569244385,53315437,pubchem,461.61,7,1,4.7138,True
807,37607,O(C=1C=C2C(N=C(N=C2NC3CCN(CC3)CC4=CC=CC=C4)N5CCCCC5)=CC1OC)C,5.14429569244385,CHEMBL1902352,chembl20,461.61,7,1,4.7138,True
809,37613,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)CC)C3=CC(OC)=CC=C3,5.14431285858154,666609,pubchem,354.453,5,2,2.6468,True
810,37854,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)CC)C=3C=C(OC)C=CC3,5.14431285858154,CHEMBL3210226,chembl20,354.453,5,2,2.6468,True
811,37859,C1=C(O)N=C2C=CC(=CC2=C1C(F)(F)F)N3[C@H](CC[C@H]3C)CO,5.14449548721314,CHEMBL243252,chembl20,326.318,4,2,3.3088,True
814,38064,FC(F)(F)C=1C=C(NC(=O)NC2CCN(CC2)CC)C=CC1,5.14456129074097,CHEMBL1542236,chembl20,315.339,2,2,3.3112,True
816,38068,S1C(C(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)=CC=4C(C1=O)=CC=CC4,5.14480066299439,1178216,pubchem,391.452,5,0,3.1248,True
817,38282,S1C(C(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)=CC=4C(C1=O)=CC=CC4,5.14480066299439,CHEMBL1478253,chembl20,391.452,5,0,3.1248,True
818,38283,N1=CN=C(C=2C3=C(SC21)CN(C(=O)CC=CN(CC)CC)CC3)N[C@@H](C4=CC=CC=C4)CO,5.14483880996704,CHEMBL1272324,chembl20,465.623,7,2,3.9671,True
820,38287,O=C1N(N(C(C1=NC(OCC)=O)C)C)C2=CC=CC=C2,5.14484596252441,228457,pubchem,275.308,4,0,1.866,True
823,38736,S=C(N1CCCC1)C=2C=C(OC)C(O)=CC2,5.14497423171997,CHEMBL1489619,chembl20,237.324,3,1,2.1721,True
824,38746,S1C(C(=O)N(C1=S)CC)C=NN2C=NN=C2,5.14521789550781,CHEMBL1319944,chembl20,255.328,7,0,0.3608,True
826,38759,S1C(C(=O)N(CC)C1=S)C=NN2C=NN=C2,5.14521789550781,5390057,pubchem,255.328,7,0,0.3608,True
827,38997,FC(F)(F)C1=C2N=CC(=C(O)C2=CC=C1)C(=O)O,5.14522361755371,CHEMBL1704941,chembl20,257.167,3,2,2.6574,True
829,39006,FC(F)(F)C1=C2N=CC(=C(O)C2=CC=C1)C(O)=O,5.14522361755371,90260,pubchem,257.167,3,2,2.6574,True
830,39218,N(C(=O)CCC1=CC=C2C(=C1)C=CC=C2)=C3C(CCCC3)C(O)=O,5.14525365829468,CHEMBL484719,chembl20,323.392,2,1,4.0148,True
831,39220,S1C(CN2C3=NC=4C(N=C3C5=C2N=CN(C5=O)CCCCCC)=CC=CC4)=CC=C1,5.14528036117554,CHEMBL1547666,chembl20,417.538,7,0,4.9845,True
833,39227,S1C(CN2C=3N=CN(CCCCCC)C(=O)C3C4=NC=5C(N=C24)=CC=CC5)=CC=C1,5.14528036117554,664247,pubchem,417.538,7,0,4.9845,True
834,39468,N1(C2=C(C(N)=NC(=N2)C=C=NCCC=3C=CC(CC(=O)O)=CC3)N=C1)C4[C@@H]([C@H](O)[C@H](O4)C(=O)NCC)O,5.14555501937866,CHEMBL610990,chembl20,509.523,11,5,-0.2835,False
835,39470,OC(N=C(CCCN=C(N)N)C(O)C1=NC2=C(C(O)=N1)C=CC=C2)=C3N(CCC3)C(=O)[C@H](NC)CC4=CC=CC=C4,5.14562129974365,44333717,pubchem,560.659,9,6,2.0436,False
837,39473,S1C(C(=O)C2=C(N(CCCN(CC)CC)C(O)=C2O)C3=NC=CC=C3)=CC=C1,5.14570665359497,2950937,pubchem_screening,399.516,7,2,3.9857,True
838,39533,N1(C2=C(C(O)=NC(=N2)N)[N+](=C1)CC=3C=C4C(C=CC=C4)=CC3)C5C(C(O)C(O5)COP(O)(O)=O)O,5.14578485488892,CHEMBL1094639,chembl20,504.416,10,6,-0.063400000000001,False
840,39537,SC1=NC(O)=C(NN=C2C(N(N(C2=O)C3=CC=CC=C3)C)=C)C(O)=N1,5.14585208892822,5533449,pubchem,358.383,9,4,1.3517,True
841,39734,SC1=NC(O)=C(NN=C2C(=O)N(N(C2=C)C)C3=CC=CC=C3)C(O)=N1,5.14585208892822,CHEMBL1577766,chembl20,358.383,9,4,1.3517,True
842,39745,ClC(C(=O)C(F)(F)F)C=NC=1C(=O)N(N(C1C)C)C2=CC=CC=C2,5.14589977264404,CHEMBL3208004,chembl20,359.735,5,0,2.92552,True
844,39757,ClC(C=NC1=C(N(N(C1=O)C2=CC=CC=C2)C)C)C(=O)C(F)(F)F,5.14589977264404,2316757,pubchem,359.735,5,0,2.92552,True
845,39954,OC1=NC(=NC=2CN(CCC21)CC=3C=C(O)C(OC)=CC3)C,5.14612770080566,16672287,pubchem_screening,301.346,6,2,1.76312,True
846,39955,FC(F)(F)C1=C(OCCC2CCN(CC2)CC=3ON=C(N3)C)C=CC(=C1)C=4N=C(C=5N=CN(C5C4)C)C#N,5.14615058898926,46842626,pubchem,525.535,9,0,4.8983,False
849,40202,S(O)(O)(=NC=1SC(=NN1)C(CC)CC)=CC2=CC=CC=C2,5.1461935043335,CHEMBL1530193,chembl20,325.459,4,2,4.2073,True
851,40210,OC1=C(C=NN2CCN(CC2)CC3=CC=CC=C3)C=CC(N(CC)CC)=C1,5.14625597000122,5342877,pubchem,366.509,5,1,3.3901,True
852,40412,OC1=C(C=CC(N(CC)CC)=C1)/C=N/N2CCN(CC2)CC3=CC=CC=C3,5.14625597000122,CHEMBL3193228,chembl20,366.509,5,1,3.3901,True
853,40425,S1/C(/N(/N=C/C2=C(O)C(O)=C(O)C=C2)C(C=3SC=CC3)=C1)=N\CCOC,5.14628124237061,CHEMBL1979957,chembl20,391.474,9,3,2.8242,True
855,40453,S1/C(/N(N=CC=2C(O)=C(O)C(O)=CC2)C(C=3SC=CC3)=C1)=N\CCOC,5.14628124237061,6146295,pubchem,391.474,9,3,2.8242,True
857,40639,SC1=NC(O)=C(C=NC=2C=CC(N(CC)CC)=CC2)C(O)=N1,5.14638423919678,5337730,pubchem_screening,318.402,7,3,2.7733,True
858,40642,N1=C(SC(=C1O)CC2=CC=C(C=C2)O)O,5.14661359786987,CHEMBL1061,chembl20,223.253,5,3,1.8507,True
861,40652,S1C(N2CCOCC2)=NC(CC(=O)NN=CC=3C(O)=C(O)C(O)=CC3)=C1,5.14670181274414,6508305,pubchem,378.41,9,4,0.7893,True
862,40814,S1C(N2CCOCC2)=NC(=C1)CC(=O)N/N=C/C3=C(O)C(O)=C(O)C=C3,5.14670181274414,CHEMBL3196993,chembl20,378.41,9,4,0.7893,True
864,40838,IC=1C=C(C=C(OC)C1O)C=NN2C=NN=C2,5.14692687988281,5338578,pubchem_screening,344.112,6,1,1.4791,True
865,40841,N1=CN(C=N1)/N=C/C2=CC(=C(C(=C2)I)O)OC,5.14692687988281,CHEMBL1775081,chembl20,344.112,6,1,1.4791,True
867,40844,O(C=1C=C(C=NN2CCN(CC2)C3=CC=CC=C3)C=C(OC)C1O)C,5.14692831039429,5347589,pubchem_screening,341.411,6,1,2.5655,True
868,40847,N1=C(C(=C(C=2C=C(C(=CC12)OC)OC)O)C(=O)NCC3CCN(CC3)CC=4C=CC=CC4)O,5.14696168899536,CHEMBL3233934,chembl20,451.523,7,3,3.3052,True
870,40849,S1C(/C=N/C=2N(CCC)C=3C(N2)=CC=CC3)=CC=C1,5.14709186553955,9601169,pubchem_screening,269.373,4,0,4.2584,True
871,40852,C1=CC=2N=NN(C3=CC=CC(OC(F)(F)F)=C3)C2N=C1NCC4CCN(CC4)CC5CC5,5.14715147018433,CHEMBL1952116,chembl20,446.477,7,1,4.248,True
872,40853,S1/C(/N(C(=O)C1CC(O)=O)CC=C)=N\C=2C(=O)N(N(C2C)C)C3=CC=CC=C3,5.14720296859741,CHEMBL3211299,chembl20,400.46,7,1,2.07662,True
